Part Number,Shaft Size d,Total Width,Static Load Rating,Dynamic Load Rating,Seal Type,Housing Construction,CAD,Series,Shaft Size d,Bearing Type,Bearing Number,Seal Type,Housing Construction,Alternate Part Name,Base to Center Height H,Total Length L,Total Width A,Bolt Hole Spacing J,Bolt Hole Width N,Bolt Hole Length N1,Foot Height H1,Total Height H2,Inside Ring Width B,Dimension S1,Dimension F,Static Load Rating,Dynamic Load Rating
YAS 25 PT SGT,25 mm,37.3 mm / 1.469 in,7800 N / 1750 lbf,15500 N / 3490 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Industrial,25 mm,Ball Bearing,GYE25KRRB TDCF SGT,Shroud Seal,Two-Bolt Pillow Block,YAS 25 PT SGT,36.51 mm/1.437 in,139.7 mm/5.5 in,37.3 mm/1.469 in,104.8 mm/4.126 in,11.1 mm/0.437 in,20.6 mm/0.811 in,15.1 mm,73 mm/2.874 in,34.85 mm/1.372 in,20.56 mm/0.809 in,33.83 mm/1.332 in,7800 N/1750 lbf,15500 N/3490 lbf
KAK 25 PS,25 mm,37.3 mm / 1.469 in,1067 N / 240 lbf,,Shroud Seal ,Two-Bolt Pillow Block ,,PS,25 mm,Ball Bearing,GKYE25RRB,Shroud Seal,Two-Bolt Pillow Block,KAK 25,33.34 mm/1.313 in,139.7 mm/5.5 in,37.3 mm/1.469 in,104.78 mm/4 1/8 in,11.1 mm/0.437 in,20.6 mm/0.811 in,11.9 mm,70 mm/2.756 in,28.12 mm/1.107 in,20.62 mm/0.812 in,33.6 mm/1.323 in,1067 N/240 lbf,
KAS 25 PS,25 mm,37.3 mm / 1.469 in,1067 N / 240 lbf,,Shroud Seal ,Two-Bolt Pillow Block ,,PS,25 mm,Ball Bearing,GKYE25RRB,Shroud Seal,Two-Bolt Pillow Block,KAS 25,36.51 mm/1.438 in,139.7 mm/5.5 in,37.3 mm/1.469 in,104.78 mm/4 1/8 in,11.1 mm/0.437 in,20.6 mm/0.811 in,11.9 mm,70 mm/2.756 in,28.12 mm/1.107 in,20.62 mm/0.812 in,33.6 mm/1.323 in,1067 N/240 lbf,
YAS 25,25 mm,35.7 mm / 2.88 in,7800 N / 1750 lbf,15500 N / 3490 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Industrial,25 mm,Ball Bearing,GYE25KRRB,Shroud Seal,Two-Bolt Pillow Block,YAS 25,36.51 mm/1.437 in,139.7 mm/5.5 in,35.7 mm/2.88 in,104.8 mm/4.126 in,11.1 mm/0.437 in,20.6 mm/0.811 in,15.1 mm/0.59 in,73 mm/2.874 in,34.171 mm/1.345 in,19.901 mm/0.784 in,,7800 N/1750 lbf,15500 N/3490 lbf
YAK 30 SGT,30 mm,42.9 mm / 1.689 in,11300 N / 2530 lbf,21600 N / 4850 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Industrial,30 mm,Ball Bearing,GYE30KRRB SGT,Shroud Seal,Two-Bolt Pillow Block,YAK30 SGT,39.69 mm/1.563 in,157.2 mm/6.189 in,42.9 mm/1.689 in,117.5 mm/4.626 in,14.3 mm/0.563 in,23.8 mm/0.937 in,13.5 mm,81.8 mm/3.22 in,39.1 mm/1.539 in,23.24 mm/0.915 in,40.31 mm/1.5870 in,11300 N/2530 lbf,21600 N/4850 lbf
SAK 30,30 mm,39.7 mm / 1.563 in,11300 N / 2530 lbf,21600 N / 4850 lbf,Narrow Shroud ,Two-Bolt Pillow Block ,,Standard,30 mm,Ball Bearing,GYAE30RRB,Narrow Shroud,Two-Bolt Pillow Block,SAK30,39.69 mm/1.563 in,157.2 mm/6.189 in,39.7 mm/1.563 in,117.5 mm/4.626 in,14.3 mm/0.563 in,23.8 mm/0.937 in,13.5 mm,80.2 mm/3.157 in,32.5 mm/1.28 in,22.85 mm/0.9 in,40.1 mm/1.579 in,11300 N/2530 lbf,21600 N/4850 lbf
YAS 30 SGT,30 mm,42.9 mm / 1.689 in,11300 N / 2530 lbf,21600 N / 4850 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Industrial,30 mm,Ball Bearing,GYE30KRRB SGT,Shroud Seal,Two-Bolt Pillow Block,YAS30 SGT,42.86 mm/1.687 in,157.2 mm/6.189 in,42.9 mm/1.689 in,117.5 mm/4.626 in,14.3 mm/0.563 in,23.8 mm/0.937 in,16.7 mm,84.9 mm/3.343 in,39.1 mm/1.539 in,23.24 mm/0.915 in,40.31 mm/1.5870 in,11300 N/2530 lbf,21600 N/4850 lbf
SAS 30,30 mm,39.7 mm / 1.563 in,11300 N / 2530 lbf,21600 N / 4850 lbf,Narrow Shroud ,Two-Bolt Pillow Block ,,Standard,30 mm,Ball Bearing,GYAE30RRB,Narrow Shroud,Two-Bolt Pillow Block,SAS30,42.86 mm/1.687 in,157.2 mm/6.189 in,39.7 mm/1.563 in,117.5 mm/4.626 in,14.3 mm/0.563 in,23.8 mm/0.937 in,16.7 mm,83.3 mm/3.28 in,32.5 mm/1.28 in,22.85 mm/0.9 in,40.1 mm/1.579 in,11300 N/2530 lbf,21600 N/4850 lbf
KAK 30 PS,30 mm,42.9 mm / 1.689 in,1556 N / 350 lbf,,Shroud Seal ,Two-Bolt Pillow Block ,,PS,30 mm,Ball Bearing,GKYE30RRB,Shroud Seal,Two-Bolt Pillow Block,KAK 30,39.69 mm/1.563 in,157.16 mm/6.188 in,42.9 mm/1.689 in,117.48 mm/4.625 in,14.3 mm/0.563 in,23.8 mm/0.937 in,13.5 mm,81.8 mm/3.22 in,31.37 mm/1.235 in,22.37 mm/0.881 in,40.39 mm/1.59 in,1556 N/350 lbf,
KAS 30 PS,30 mm,42.9 mm / 1.689 in,1556 N / 350 lbf,,Shroud Seal ,Two-Bolt Pillow Block ,,PS,30 mm,Ball Bearing,GKYE30RRB,Shroud Seal,Two-Bolt Pillow Block,KAS 30,42.86 mm/1.688 in,157.16 mm/6.188 in,42.9 mm/1.689 in,117.48 mm/4.625 in,14.3 mm/0.563 in,23.8 mm/0.937 in,13.5 mm,81.8 mm/3.22 in,31.37 mm/1.235 in,22.37 mm/0.881 in,40.39 mm/1.59 in,1556 N/350 lbf,
YAS 30,30 mm,42.9 mm / 1.689 in,11300 N / 2530 lbf,21600 N / 4850 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Industrial,30 mm,Ball Bearing,GYE30KRRB,Shroud Seal,Two-Bolt Pillow Block,YAS 30,42.86 mm/1.687 in,157.2 mm/6.189 in,42.9 mm/1.689 in,117.5 mm/4.626 in,14.3 mm/0.563 in,23.8 mm/0.937 in,16.7 mm/0.66 in,84.9 mm/3.343 in,38.158 mm/1.5023 in,22.278 mm/0.877 in,,11300 N/2530 lbf,21600 N/4850 lbf
YAK 35 SGT,35 mm,46.8 mm / 1.843 in,15300 N / 3440 lbf,28500 N / 6400 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Industrial,35 mm,Ball Bearing,GYE35KRRB SGT,Shroud Seal,Two-Bolt Pillow Block,YAK35 SGT,46.04 mm/1.813 in,166.7 mm/6.563 in,46.8 mm/1.843 in,130.2 mm/5.126 in,14.3 mm/0.563 in,24.6 mm/0.969 in,16.7 mm,93.7 mm/3.689 in,45.41 mm/1.788 in,27.94 mm/1.1 in,46.18 mm/1.818 in,15300 N/3440 lbf,28500 N/6400 lbf
SAK 35,35 mm,45.2 mm / 1.78 in,15300 N / 3440 lbf,28500 N / 6400 lbf,Narrow Shroud ,Two-Bolt Pillow Block ,,Standard,35 mm,Ball Bearing,GYAE35RRB,Narrow Shroud,Two-Bolt Pillow Block,SAK35,46.04 mm/1.813 in,166.7 mm/6.563 in,45.2 mm/1.78 in,130.2 mm/5.126 in,14.3 mm/0.563 in,24.6 mm/0.969 in,16.7 mm,92.1 mm/3.626 in,36.5 mm/1.4370 in,25.65 mm/1.01 in,46.8 mm/1.8430 in,15300 N/3440 lbf,28500 N/6400 lbf
YAS 35 SGT,35 mm,46.8 mm / 1.843 in,15300 N / 3440 lbf,28500 N / 6400 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Industrial,35 mm,Ball Bearing,GYE35KRRB SGT,Shroud Seal,Two-Bolt Pillow Block,YAS35 SGT,47.63 mm/1.875 in,166.7 mm/6.563 in,46.8 mm/1.843 in,130.2 mm/5.126 in,14.3 mm/0.563 in,24.6 mm/0.969 in,18.3 mm,95.3 mm/3.752 in,45.41 mm/1.788 in,27.94 mm/1.1 in,46.18 mm/1.818 in,15300 N/3440 lbf,28500 N/6400 lbf
SAS 35,35 mm,45.2 mm / 1.78 in,15300 N / 3440 lbf,28500 N / 6400 lbf,Narrow Shroud ,Two-Bolt Pillow Block ,,Standard,35 mm,Ball Bearing,GYAE35RRB,Narrow Shroud,Two-Bolt Pillow Block,SAS35,47.62 mm/1.875 in,166.7 mm/6.563 in,45.2 mm/1.78 in,130.2 mm/5.126 in,14.3 mm/0.563 in,24.6 mm/0.969 in,18.3 mm,93.6 mm/3.685 in,36.5 mm/1.4370 in,25.65 mm/1.01 in,46.8 mm/1.8430 in,15300 N/3440 lbf,28500 N/6400 lbf
YAS 35 PT SGT,35 mm,46.8 mm / 1.843 in,15300 N / 3440 lbf,28500 N / 6400 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Industrial,35 mm,Ball Bearing,GYE35KRRB TDCF SGT,Shroud Seal,Two-Bolt Pillow Block,YAS 35 PT SGT,47.63 mm/1.875 in,166.7 mm/6.563 in,46.8 mm/1.843 in,130.2 mm/5.126 in,14.3 mm/0.563 in,24.6 mm/0.969 in,18.3 mm,95.3 mm/3.752 in,45.41 mm/1.788 in,27.94 mm/1.1 in,46.18 mm/1.818 in,15300 N/3440 lbf,28500 N/6400 lbf
KAK 35 PS,35 mm,46.8 mm / 1.843 in,2112 N / 475 lbf,,Shroud Seal ,Two-Bolt Pillow Block ,,PS,35 mm,Ball Bearing,GKYE35RRB,Shroud Seal,Two-Bolt Pillow Block,KAK 35,46 mm/1.813 in,166.69 mm/6.563 in,46.8 mm/1.843 in,130.18 mm/5.125 in,14.3 mm/0.563 in,24.6 mm/0.969 in,16.7 mm,93.7 mm/3.689 in,36.68 mm/1.444 in,27.18 mm/1.07 in,47.24 mm/1.86 in,2112 N/475 lbf,
KAS 35 PS,35 mm,46.8 mm / 1.843 in,2112 N / 475 lbf,,Shroud Seal ,Two-Bolt Pillow Block ,,PS,35 mm,Ball Bearing,GKYE35RRB,Shroud Seal,Two-Bolt Pillow Block,KAS 35,47.63 mm/1.875 in,166.69 mm/6.563 in,46.8 mm/1.843 in,130.18 mm/5.125 in,14.3 mm/0.563 in,24.6 mm/0.969 in,16.7 mm,93.7 mm/3.689 in,36.68 mm/1.444 in,27.18 mm/1.07 in,47.24 mm/1.86 in,2112 N/475 lbf,
YAS 35,35 mm,46.8 mm / 1.843 in,15300 N / 3440 lbf,28500 N / 6400 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Industrial,35 mm,Ball Bearing,GYE35KRRB,Shroud Seal,Two-Bolt Pillow Block,YAS 35,47.63 mm/1.875 in,166.7 mm/6.563 in,46.8 mm/1.843 in,130.2 mm/5.126 in,14.3 mm/0.563 in,24.6 mm/0.969 in,18.3 mm/0.72 in,95.3 mm/3.752 in,42.93 mm/1.69 in,25.45 mm/1.002 in,,15300 N/3440 lbf,28500 N/6400 lbf
YAK 40 SGT,40 mm,51.6 mm / 2.031 in,19800 N / 4460 lbf,36200 N / 8130 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Industrial,40 mm,Ball Bearing,GYE40KRRB SGT,Shroud Seal,Two-Bolt Pillow Block,YAK40 SGT,49.21 mm/1.937 in,179.4 mm/7.063 in,51.6 mm/2.031 in,136.5 mm/5.374 in,14.3 mm/0.563 in,26.2 mm/1.031 in,19.1 mm,101.6 mm/4 in,49.22 mm/1.938 in,30.17 mm/1.188 in,52.27 mm/2.058 in,19800 N/4460 lbf,36200 N/8130 lbf
SAK 40,40 mm,47.6 mm / 1.874 in,19800 N / 4460 lbf,36200 N / 8130 lbf,Narrow Shroud ,Two-Bolt Pillow Block ,,Standard,40 mm,Ball Bearing,GYAE40RRB,Narrow Shroud,Two-Bolt Pillow Block,SAK40,49.21 mm/1.937 in,179.4 mm/7.063 in,47.6 mm/1.874 in,136.5 mm/5.374 in,14.3 mm/0.563 in,26.2 mm/1.031 in,19.1 mm,100 mm/3.937 in,39.3 mm/1.547 in,27.67 mm/1.089 in,52.4 mm/2.063 in,19800 N/4460 lbf,36200 N/8130 lbf
YAS 40 SGT,40 mm,51.6 mm / 2.031 in,19800 N / 4460 lbf,36200 N / 8130 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Industrial,40 mm,Ball Bearing,GYE40KRRB SGT,Shroud Seal,Two-Bolt Pillow Block,YAS40 SGT,49.21 mm/1.937 in,179.4 mm/7.063 in,51.6 mm/2.031 in,136.5 mm/5.374 in,14.3 mm/0.563 in,26.2 mm/1.031 in,19.1 mm,101.6 mm/4 in,49.22 mm/1.938 in,30.17 mm/1.188 in,52.27 mm/2.058 in,19800 N/4460 lbf,36200 N/8130 lbf
SAS 40,40 mm,47.6 mm / 1.874 in,19800 N / 4460 lbf,36200 N / 8130 lbf,Narrow Shroud ,Two-Bolt Pillow Block ,,Standard,40 mm,Ball Bearing,GYAE40RRB,Narrow Shroud,Two-Bolt Pillow Block,SAS40,49.21 mm/1.937 in,179.4 mm/7.063 in,47.6 mm/1.874 in,136.5 mm/5.374 in,14.3 mm/0.563 in,26.2 mm/1.031 in,19 mm,100 mm/3.937 in,39.3 mm/1.547 in,27.67 mm/1.089 in,52.4 mm/2.063 in,19800 N/4460 lbf,36200 N/8130 lbf
YAS 40 PT SGT,40 mm,51.6 mm / 2.031 in,19800 N / 4460 lbf,36200 N / 8130 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Industrial,40 mm,Ball Bearing,GYE40KRRB TDCF SGT,Shroud Seal,Two-Bolt Pillow Block,YAS 40 PT SGT,49.21 mm/1.937 in,179.4 mm/7.063 in,51.6 mm/2.031 in,136.5 mm/5.374 in,14.3 mm/0.563 in,26.2 mm/1.031 in,19.1 mm,101.6 mm/4 in,49.22 mm/1.938 in,30.17 mm/1.188 in,52.27 mm/2.058 in,19800 N/4460 lbf,36200 N/8130 lbf
YAS 40,40 mm,51.6 mm / 2.031 in,19800 N / 4460 lbf,36200 N / 8130 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Industrial,40 mm,Ball Bearing,GYE40KRRB,Shroud Seal,Two-Bolt Pillow Block,YAS 40,49.21 mm/1.937 in,179.4 mm/7.063 in,51.6 mm/2.031 in,136.5 mm/5.374 in,14.3 mm/0.563 in,26.2 mm/1.031 in,19.1 mm/0.75 in,101.6 mm/4 in,49.22 mm/1.938 in,30.17 mm/1.188 in,,19800 N/4460 lbf,36200 N/8130 lbf
YAK 45 SGT,45 mm,52.4 mm / 2.063 in,20500 N / 4600 lbf,36300 N / 8160 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Industrial,45 mm,Ball Bearing,GYE45KRRB SGT,Shroud Seal,Two-Bolt Pillow Block,YAK45 SGT,52.39 mm/2.063 in,191.3 mm/7.531 in,52.4 mm/2.063 in,149.2 mm/5.874 in,14.3 mm/0.563 in,28.6 mm/1.126 in,17.5 mm,104.8 mm/4.126 in,50.37 mm/1.983 in,31.32 mm/1.233 in,57.92 mm/2.28 in,20500 N/4600 lbf,36300 N/8160 lbf
SAK 45,45 mm,50.8 mm / 2 in,20500 N / 4600 lbf,36300 N / 8160 lbf,Narrow Shroud ,Two-Bolt Pillow Block ,,Standard,45 mm,Ball Bearing,GYAE45RRB,Narrow Shroud,Two-Bolt Pillow Block,SAK45,52.39 mm/2.063 in,191.3 mm/7.531 in,50.8 mm/2 in,149.2 mm/5.874 in,14.3 mm/0.563 in,28.6 mm/1.126 in,17.5 mm,104.8 mm/4.126 in,42 mm/1.654 in,28.54 mm/1.124 in,57.9 mm/2.28 in,20500 N/4600 lbf,36300 N/8160 lbf
YAS 45 SGT,45 mm,52.4 mm / 2.063 in,20500 N / 4600 lbf,36300 N / 8160 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Industrial,45 mm,Ball Bearing,GYE45KRRB SGT,Shroud Seal,Two-Bolt Pillow Block,YAS45 SGT,53.98 mm/2.125 in,191.3 mm/7.531 in,52.4 mm/2.063 in,149.2 mm/5.874 in,14.3 mm/0.563 in,28.6 mm/1.126 in,19.1 mm,106.4 mm/4.189 in,50.37 mm/1.983 in,31.32 mm/1.233 in,57.92 mm/2.28 in,20500 N/4600 lbf,36300 N/8160 lbf
SAS 45,45 mm,51 mm / 2.008 in,20500 N / 4600 lbf,36300 N / 8160 lbf,Narrow Shroud ,Two-Bolt Pillow Block ,,Standard,45 mm,Ball Bearing,GYAE45RRB,Narrow Shroud,Two-Bolt Pillow Block,SAS45,53.9 mm/2.122 in,191.3 mm/7.531 in,51 mm/2.008 in,149.2 mm/5.874 in,14.3 mm/0.563 in,28.6 mm/1.126 in,19 mm,106.3 mm/4.185 in,42 mm/1.654 in,28.54 mm/1.124 in,57.9 mm/2.28 in,20500 N/4600 lbf,36300 N/8160 lbf
YAS 45,45 mm,52.4 mm / 2.063 in,20500 N / 4600 lbf,36300 N / 8160 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Industrial,45 mm,Ball Bearing,GYE45KRRB,Shroud Seal,Two-Bolt Pillow Block,YAS 45,53.98 mm/2.125 in,191.3 mm/7.531 in,52.4 mm/2.063 in,149.2 mm/5.874 in,14.3 mm/0.563 in,28.6 mm/1.126 in,19.1 mm/0.75 in,106.4 mm/4.189 in,49.22 mm/1.94 in,30.17 mm/1.188 in,,20500 N/4600 lbf,36300 N/8160 lbf
YAK 50 SGT,50 mm,57.9 mm / 2.28 in,23200 N / 5210 lbf,38900 N / 8740 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Industrial,50 mm,Ball Bearing,GYE50KRRB SGT,Shroud Seal,Two-Bolt Pillow Block,YAK50 SGT,55.56 mm/2.187 in,200.2 mm/7.882 in,57.9 mm/2.28 in,158 mm/6.22 in,18.3 mm/0.72 in,25.4 mm/1 in,17.5 mm,112.7 mm/4.437 in,51.59 mm/2.031 in,32.54 mm/1.281 in,62.84 mm/2.474 in,23200 N/5210 lbf,38900 N/8740 lbf
SAK 50,50 mm,55.6 mm / 2.189 in,23200 N / 5210 lbf,38900 N / 8740 lbf,Narrow Shroud ,Two-Bolt Pillow Block ,,Standard,50 mm,Ball Bearing,GYAE50RRB,Narrow Shroud,Two-Bolt Pillow Block,SAK50,55.56 mm/2.187 in,200.2 mm/7.882 in,55.6 mm/2.189 in,158 mm/6.22 in,17.5 mm/0.689 in,23.8 mm/0.937 in,17.5 mm,112.7 mm/4.437 in,44.3 mm/1.744 in,30.84 mm/1.214 in,62.7 mm/2.469 in,23200 N/5210 lbf,38900 N/8740 lbf
YAS 50 SGT,50 mm,57.9 mm / 2.28 in,23200 N / 5210 lbf,38900 N / 8740 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Industrial,50 mm,Ball Bearing,GYE50KRRB SGT,Shroud Seal,Two-Bolt Pillow Block,YAS50 SGT,57.15 mm/2.25 in,200.2 mm/7.882 in,57.9 mm/2.28 in,158 mm/6.22 in,18.3 mm/0.72 in,25.4 mm/1 in,19.1 mm,114.3 mm/4.5 in,51.59 mm/2.031 in,32.54 mm/1.281 in,62.84 mm/2.474 in,23200 N/5210 lbf,38900 N/8740 lbf
SAS 50,50 mm,55.6 mm / 2.189 in,23200 N / 5210 lbf,38900 N / 8740 lbf,Narrow Shroud ,Two-Bolt Pillow Block ,,Standard,50 mm,Ball Bearing,GYAE50RRB,Narrow Shroud,Two-Bolt Pillow Block,SAS50,57.2 mm/2.252 in,200 mm/7.874 in,55.6 mm/2.189 in,158 mm/6.22 in,17.5 mm/0.689 in,23.8 mm/0.937 in,19 mm,114.3 mm/4.5 in,44.3 mm/1.744 in,30.84 mm/1.214 in,62.7 mm/2.469 in,23200 N/5210 lbf,38900 N/8740 lbf
YAS 50,50 mm,57.9 mm / 2.28 in,23200 N / 5210 lbf,38900 N / 8740 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Industrial,50 mm,Ball Bearing,GYE50KRRB,Shroud Seal,Two-Bolt Pillow Block,YAS 50,57.15 mm/2.25 in,200.2 mm/7.882 in,57.9 mm/2.28 in,158 mm/6.22 in,18.3 mm/0.72 in,25.4 mm/1 in,19.1 mm/0.75 in,114.3 mm/4.5 in,51.59 mm/2.031 in,32.54 mm/1.281 in,,23200 N/5210 lbf,38900 N/8740 lbf
YAK 55 SGT,55 mm,60.3 mm / 2.374 in,29200 N / 6570 lbf,48100 N / 10800 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Industrial,55 mm,Ball Bearing,GYE55KRRB SGT,Shroud Seal,Two-Bolt Pillow Block,YAK55 SGT,61.91 mm/2.437 in,222.3 mm/8.752 in,60.3 mm/2.374 in,176.2 mm/6.937 in,18.3 mm/0.72 in,29.4 mm/1.157 in,19.1 mm,126.2 mm/4.969 in,55.55 mm/2.187 in,33.32 mm/1.312 in,69.77 mm/2.747 in,29200 N/6570 lbf,48100 N/10800 lbf
SAK 55,55 mm,58.7 mm / 2.311 in,29200 N / 6570 lbf,48100 N / 10800 lbf,Narrow Shroud ,Two-Bolt Pillow Block ,,Standard,55 mm,Ball Bearing,GYAE55RRB,Narrow Shroud,Two-Bolt Pillow Block,SAK55,61.91 mm/2.437 in,222.3 mm/8.752 in,58.7 mm/2.311 in,176.2 mm/6.937 in,18.3 mm/0.72 in,29.4 mm/1.157 in,19.1 mm,124.6 mm/4.906 in,46.6 mm/1.835 in,32 mm/1.26 in,69.8 mm/2.748 in,29200 N/6570 lbf,48100 N/10800 lbf
YAS 55 SGT,55 mm,60.3 mm / 2.374 in,29200 N / 6570 lbf,48100 N / 10800 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Industrial,55 mm,Ball Bearing,GYE55KRRB SGT,Shroud Seal,Two-Bolt Pillow Block,YAS55 SGT,63.5 mm/2.5 in,222.3 mm/8.752 in,60.3 mm/2.374 in,176.2 mm/6.937 in,18.3 mm/0.72 in,29.4 mm/1.157 in,20.6 mm,127.8 mm/5.031 in,55.55 mm/2.187 in,33.32 mm/1.312 in,69.77 mm/2.747 in,29200 N/6570 lbf,48100 N/10800 lbf
SAS 55,55 mm,58.7 mm / 2.311 in,29200 N / 6570 lbf,48100 N / 10800 lbf,Narrow Shroud ,Two-Bolt Pillow Block ,,Standard,55 mm,Ball Bearing,GYAE55RRB,Narrow Shroud,Two-Bolt Pillow Block,SAS55,63.5 mm/2.5 in,222.3 mm/8.752 in,58.7 mm/2.311 in,176.2 mm/6.937 in,18.3 mm/0.72 in,29.4 mm/1.157 in,20.6 mm,126.2 mm/4.969 in,46.6 mm/1.835 in,32 mm/1.26 in,69.8 mm/2.748 in,29200 N/6570 lbf,48100 N/10800 lbf
YAK 55,55 mm,60.3 mm / 2.374 in,29200 N / 6570 lbf,48100 N / 10800 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Industrial,55 mm,Ball Bearing,GYE55KRRB,Shroud Seal,Two-Bolt Pillow Block,YAK 55,61.91 mm/2.437 in,222.3 mm/8.752 in,60.3 mm/2.374 in,176.2 mm/6.937 in,18.3 mm/0.72 in,29.4 mm/1.157 in,19.1 mm,126.2 mm/4.969 in,55.55 mm/2.187 in,33.32 mm/1.312 in,69.77 mm/2.747 in,29200 N/6570 lbf,48100 N/10800 lbf
YAS 55,55 mm,60.3 mm / 2.374 in,29200 N / 6570 lbf,48100 N / 10800 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Industrial,55 mm,Ball Bearing,GYE55KRRB,Shroud Seal,Two-Bolt Pillow Block,YAS 55,63.5 mm/2.5 in,222.3 mm/8.752 in,60.3 mm/2.374 in,176.2 mm/6.937 in,18.3 mm/0.72 in,29.4 mm/1.157 in,20.6 mm,127.8 mm/5.031 in,55.55 mm/2.187 in,33.32 mm/1.312 in,69.77 mm/2.747 in,29200 N/6570 lbf,48100 N/10800 lbf
YAK 60 SGT,60 mm,60.3 mm / 2.374 in,35900 N / 8080 lbf,58200 N / 13100 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Industrial,60 mm,Ball Bearing,GYE60KRRB SGT,Shroud Seal,Two-Bolt Pillow Block,YAK60 SGT,68.26 mm/2.687 in,239.7 mm/9.437 in,60.3 mm/2.374 in,188.1 mm/7.406 in,18.3 mm/0.72 in,29.4 mm/1.157 in,22.2 mm,137.3 mm/5.406 in,65.07 mm/2.562 in,39.67 mm/1.562 in,76.48 mm/3.011 in,35900 N/8080 lbf,58200 N/13100 lbf
YAS 60 SGT,60 mm,60.3 mm / 2.374 in,35900 N / 8080 lbf,58200 N / 13100 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Industrial,60 mm,Ball Bearing,GYE60KRRB SGT,Shroud Seal,Two-Bolt Pillow Block,YAS60 SGT,69.85 mm/2.75 in,239.7 mm/9.437 in,60.3 mm/2.374 in,188.1 mm/7.406 in,18.3 mm/0.72 in,29.4 mm/1.157 in,23.8 mm,138.9 mm/5.469 in,65.07 mm/2.562 in,39.67 mm/1.562 in,76.48 mm/3.011 in,35900 N/8080 lbf,58200 N/13100 lbf
YAK 60,60 mm,60.3 mm / 2.374 in,35900 N / 8080 lbf,58200 N / 13100 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Industrial,60 mm,Ball Bearing,GYE60KRRB,Shroud Seal,Two-Bolt Pillow Block,YAK 60,68.26 mm/2.687 in,239.7 mm/9.437 in,60.3 mm/2.374 in,188.1 mm/7.406 in,18.3 mm/0.72 in,29.4 mm/1.157 in,22.2 mm,137.3 mm/5.406 in,65.07 mm/2.562 in,39.67 mm/1.562 in,76.48 mm/3.011 in,35900 N/8080 lbf,58200 N/13100 lbf
YAS 60,60 mm,60.3 mm / 2.374 in,35900 N / 8080 lbf,58200 N / 13100 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Industrial,60 mm,Ball Bearing,GYE60KRRB,Shroud Seal,Two-Bolt Pillow Block,YAS 60,69.85 mm/2.75 in,239.7 mm/9.437 in,60.3 mm/2.374 in,188.1 mm/7.406 in,18.3 mm/0.72 in,29.4 mm/1.157 in,23.8 mm/0.93 in,138.9 mm/5.469 in,65.07 mm/2.562 in,39.67 mm/1.562 in,,35900 N/8080 lbf,58200 N/13100 lbf
YAK 70,70 mm,73 mm / 2.874 in,44000 N / 9890 lbf,69000 N / 15500 lbf,Shroud Seal ,Two-Bolt Pillow Block ,,Industrial,70 mm,Ball Bearing,GYE70KRRB,Shroud Seal,Two-Bolt Pillow Block,YAK70,76.2 mm/3 in,266.7 mm/10-1/2 in,73 mm/2.874 in,203.2 mm/8 in,20.6 mm/0.811 in,34.9 mm/1.374 in,33.3 mm,154 mm/6.063 in,69.85 mm/2.75 in,42.84 mm/1.687 in,86.92 mm/3.422 in,44000 N/9890 lbf,69000 N/15500 lbf
